original_message,summary,카테고리,감성,전체 감성
빠른 배송 감사드립니다!,빠른 배송,배송,배송: 긍정,긍정
생각보다 무겁고 편리성은 잘모르갰어요,"무거움, 편리성 의문","무게, 편리성","무게: 부정, 편리성: 부정",부정
배송과정이 조금 미흡했지만 잘쓰고 좋습니다.,"미흡한 배송, 좋은 제품","배송, 제품","배송: 부정, 제품: 긍정",중립
최고에요다만 저처럼 아무생각 없이들고다니면 겉면 스크래치가 막…꼭 커버 사시길..,"최고, 스크래치, 커버 필요","제품, 외관","제품: 긍정, 외관: 부정",중립
스텐바이미도 잘쓰고있는데 스텐바이미고도 너무좋네요!!!,제품 만족,제품,제품: 긍정,긍정
할인된가격보고바로질렀어요넘넘좋아요아이도 너무좋아하네요,"할인된 가격, 만족, 아이 만족","가격, 아이","가격: 긍정, 아이: 긍정",긍정
행사용으로 구입했습니다.대만족,"행사용, 대만족",구매,구매: 긍정,긍정
구매후 사용해보니 캠핑을더욱즐겁게해주는 아이탬이내요,"캠핑, 즐거움, 아이템","사용, 캠핑","사용: 긍정, 캠핑: 긍정",긍정
"스텐바이미고! 유명한 만큼 제품 퀄리티 좋고, 음질도 너무 뛰어나요! 캠핑용으로 딱이에요.","제품 퀄리티, 뛰어난 음질, 캠핑용 적합","제품 퀄리티, 음질, 용도","제품 퀄리티: 긍정, 음질: 긍정, 용도: 긍정",긍정
스탠바이미 너무 사고싶었는데~~ 드디어!!! 화질 이동성도 좋쿠 집에서도 야외에서도 사용할 수 있는점 가장 만족합니다!!! 아이들도 저도 너무 잘 사용하고있어서 접극 추천합니다!!,"좋은 화질, 이동성, 실내외 사용, 추천","화질, 이동성, 사용성, 추천","화질: 긍정, 이동성: 긍정, 사용성: 긍정, 추천: 긍정",긍정
원하는날 배송이 좋았고 화질도 소리도 아주 맘에 듭니다~,"원하는날 배송, 화질 만족, 소리 만족","배송, 화질, 소리","배송: 긍정, 화질: 긍정, 소리: 긍정",긍정
배송 빠르네요~이제 캠핑장 빨리 들고 나가야지,"빠른 배송, 캠핑 준비","배송, 캠핑 준비","배송: 긍정, 캠핑 준비: 긍정",긍정
사이즈가 크긴하지만 이쁘고 사용하기편해요,"큰 사이즈, 예쁨, 사용 편리","사이즈, 디자인, 사용 편리성","사이즈: 중립, 디자인: 긍정, 사용 편리성: 긍정",긍정
더럽게 늦게 옵니다.10/23에 주믄했는데 11/10에 왔어요 것도 미리 이야기도 없이 집앞에 놓고 가네요 기분 더러우어요,"늦은 배송, 사전 연락 없음, 불쾌한 경험","배송, 서비스","배송: 부정, 서비스: 부정",부정
선물용으로 구매했는데 포장도 꼼꼼하고 배송도 빨라서 좋았어요 감사합니다.,"꼼꼼한 포장, 빠른 배송","포장, 배송","포장: 긍정, 배송: 긍정",긍정
잘보고있어요 너무좋습니다!,좋음,내용,내용: 긍정,긍정
제품 좋아요~ 빠른 배송 감사드립니다~,"좋은 제품, 빠른 배송","제품, 배송","제품: 긍정, 배송: 긍정",긍정
사용해보니 좋습니다!~~~,좋은 사용 경험,사용 경험,사용 경험: 긍정,긍정
배송빠르고 좋아요!,"빠른 배송, 만족",배송,배송: 긍정,긍정
이동하면서 어디서나사용가능하여! GOOD,"이동성, 사용 편리","이동성, 사용 편리","이동성: 긍정, 사용 편리: 긍정",긍정
최고입니다 ㅎㅎ 인싸 등극 쉬워요,"최고, 인싸 등극",사용,사용: 긍정,긍정
잘대응해주시었습니다~^^수고하세요,좋은 대응,서비스,서비스: 긍정,긍정
계속 고민하다가 큰 맘 먹고 주문했는데 그동안 왜 고민했나 싶을 정도로 좋습니다.기능도 마음에 들고 이뻐서 사용 안할때는 집에 인테리어 소품으로 놔둬도 좋을거 같네요.그리고 배송도 정말 빨라서 놀랐습니다.,"좋은 기능, 예쁜 디자인, 빠른 배송","기능, 디자인, 배송","기능: 긍정, 디자인: 긍정, 배송: 긍정",긍정
티비가 고장나서 간단하게 볼만한걸 찾다보니 너무 딱이네요 ㅎㅎ,"간단, 적합",제품,제품: 긍정,긍정
기사님이 친절하게 배송해주셨어여😊음악&영화&게임 등 여러가지 기능있어서 조으네여,"친절한 배송, 다양한 기능","배송, 기능","배송: 긍정, 기능: 긍정",긍정
좋아요 좋은거지좋앙？,좋아요,서비스,서비스: 긍정,긍정
싸게 잘 샀습니다.,저렴한 가격,가격,가격: 긍정,긍정
무겁지만 최고네요ㅎㅎ,"무겁다, 최고","무게, 품질","무게: 부정, 품질: 긍정",중립
이번에 큰 맘먹고 나에게 주는 생일 선물로 구매해서 사용하고 있어요 사운드가 정말 빵빵해서 집에서 영화보기 너무 좋은 상품인거 같아요. 만족하면서 사용 중 입니다!,"생일 선물, 빵빵한 사운드, 영화 감상, 만족","구매, 사운드, 영화 감상","구매: 긍정, 사운드: 긍정, 영화 감상: 긍정",긍정
저렴하게 잘 샀어요^^ 잘 작동하고 마음에 들어요!,"저렴, 잘 작동, 마음에 듦","가격, 작동","가격: 긍정, 작동: 긍정",긍정
TV 화질이 별로입니다.,화질 불만족,화질,화질: 부정,부정
기숙사에 쓰기도 좋고 캠핑용으로도 딱 좋습니다.,"기숙사, 캠핑용","기숙사, 캠핑용","기숙사: 긍정, 캠핑용: 긍정",긍정
말로만 듣던 스탠바이미가 왔네요. 회사용도라서 아직 사용 전이지만 잘 쓸 것 같아요.,"스탠바이미, 회사용도, 기대","제품, 용도","제품: 긍정, 용도: 긍정",긍정
너무 맘에 들어요 ~~~,만족,제품,제품: 긍정,긍정
와 .. 이거 진짜꿀템아닌가욤? 진짜 스탠바이미고 덕분에 삶의질이 향상됬습니다!!보물1호가될정도로 .. 음질이면 화질이면 최곱니다항상 폰으로 동영상많이보는데 이거생기구 그냥 너무너무너무 좋아요 올해 젤잘한일 스탠바이 고구입하게아닐까싶네용 ❤️,"삶의 질 향상, 음질 최고, 화질 최고, 동영상 시청 만족","삶의 질, 음질, 화질, 동영상 시청","삶의 질: 긍정, 음질: 긍정, 화질: 긍정, 동영상 시청: 긍정",긍정
집에서도 캠핑에서도 대만족!!무게만 빼고용;;;ㅋ,"대만족, 무거움","사용, 무게","사용: 긍정, 무게: 부정",중립
"피벗 기능이 있어서다양한 영상비율을 활용하기 좋고, 일반전원과 배터리전원 둘다 지원서 활용성이 아주 큽니다!","피벗 기능, 다양한 영상비율, 일반전원, 배터리전원, 높은 활용성","피벗 기능, 영상비율, 전원, 활용성","피벗 기능: 긍정, 영상비율: 긍정, 전원: 긍정, 활용성: 긍정",긍정
이번주캠핑때 기대가 됩니다!무게는 확실히 무겁네요ㅜ,"캠핑 기대, 무거움","캠핑, 무게","캠핑: 긍정, 무게: 부정",중립
배송빠르고 캠핑가면서 쓰는중인데 아주 만족중,"빠른 배송, 캠핑 만족","배송, 사용","배송: 긍정, 사용: 긍정",긍정
선물주려구요전날 배송연락도 오고 직접배송해주셔서좋았어요,"빠른 배송, 직접 배송",배송,배송: 긍정,긍정
가격대비비교적만족해요,가격 대비 만족,가격,가격: 긍정,긍정
스탠바이미고 드디어 구매하였습니다포장도 좋고 배송도 만족합니다잘사용하겠습니다!,"좋은 포장, 만족스러운 배송","포장, 배송","포장: 긍정, 배송: 긍정",긍정
캠핑에서 썼는데 좋네요. 아들하고 와이프가 좋아해요 ㅋ,"좋은 캠핑, 가족 만족","캠핑, 가족","캠핑: 긍정, 가족: 긍정",긍정
케이스 색상 마음에 들구요티비화질이랑 터치감이랑 모두마음에 들어요 근데 생각보다 진짜 무거움요 ㅎㅎ,"케이스 색상, 티비 화질, 터치감, 무거움","케이스 색상, 티비 화질, 터치감, 무게","케이스 색상: 긍정, 티비 화질: 긍정, 터치감: 긍정, 무게: 부정",긍정
잘 받고 잘 사용하고 있습니다,만족,사용,사용: 긍정,긍정
생각하던것 보다 너무 좋네요. 배터리가 조금 더 길어지고 fhd가 아닌 4k까지 나오면 좋겠네요~음질은 말할필요도 없네요 너무 좋습니다!#LGE.COM #스탠바이미 #스탠바이미 Go,"좋은 품질, 배터리 개선 필요, 4K 희망, 뛰어난 음질","품질, 배터리, 해상도, 음질","품질: 긍정, 배터리: 부정, 해상도: 부정, 음질: 긍정",중립
구입하길 잘했네요~공간활용도 좋고휴대성도 좋고 사운드며 화질도 정말 좋아요대만족입니당,"공간활용도, 휴대성, 사운드, 화질, 대만족","공간활용도, 휴대성, 사운드, 화질","공간활용도: 긍정, 휴대성: 긍정, 사운드: 긍정, 화질: 긍정",긍정
캠핑시 사용하려고 장만 했는데 좋아요,"캠핑, 만족",사용,사용: 긍정,긍정
친절한 답변감사합니다 수고하세요 ~^^,친절한 답변,서비스,서비스: 긍정,긍정
정확하게 요청한날 받았습니다. 집에 스탠바이미도 있는데... 굳이 이걸 또 하지만 용도가 다르니까라는 믿음으로 구매 했구요.머 유용하게 사용하면 좋지 않을까요? 라고 자꾸만 뇌이징 합니다. 화질은(밝기증가로) 더 선명해 졌으며 사운드도 더 우렁차네요.스탠바이미가 실내용으로 어두운 화면에 스피커가 후면에 위치한 반면 스탠바이미는 실외용이라 밝은 화면이 전면 플랫4채널 스피커로 확실하게 다릅니다. 암튼 여행용이니 잘 사용하겠습니다.,"정확한 배송, 선명한 화질, 우렁찬 사운드, 실외용, 여행용","배송, 화질, 사운드, 용도","배송: 긍정, 화질: 긍정, 사운드: 긍정, 용도: 긍정",긍정
실물 보고 고민 크게 없이 바로 온라인에서 구입 했어요캠핑가서도 침실에서도 너무 잘쓰이고작은 태블릿 화면보다 보기 좋고만족합니다,"온라인 구입, 캠핑, 침실, 만족","구입, 사용","구입: 긍정, 사용: 긍정",긍정
캠핑가서 쓰려고 구매했는데 화질 실용성 모두 좋아요 남편도 애들이 더 좋아합니다음악도 싸운드 빵빵하네요엘지꺼 빔프로젝트도 5년넘게쓰는데 고장한번 안나고 잘쓰고 있어요 이것도 튼튼하네요 오래쓸것같아요^^,"좋은 화질, 높은 실용성, 빵빵한 사운드, 튼튼함, 내구성","화질, 실용성, 사운드, 내구성","화질: 긍정, 실용성: 긍정, 사운드: 긍정, 내구성: 긍정",긍정
"룸앤티비, 스탠바이미 전부 다 있지만 스탠바이미 GO는 또 다른 매력이 있는것 같아요ㅎ 제품마다 점점 더 업그레이드 되어서 사용할때마다 편리함을 느껴요ㅎ 캠핑가면서도 가져가고 어디든 여행할때마다 가져가기엔 무선으로도 이용이 가능한 스탠바이미 GO가 최고인거 같네요ㅎ 다음번엔 또 어떤 제품이 나올까 모으는 재미가 쏠쏠합니다 :)","업그레이드, 편리함, 무선, 휴대성, 기대감","업그레이드, 편리함, 무선, 휴대성, 기대감","업그레이드: 긍정, 편리함: 긍정, 무선: 긍정, 휴대성: 긍정, 기대감: 긍정",긍정
아주 좋네요 크기도 적당하고 프로그램도 괜찮고 아주 맘에 듭니다 아주 좋아요 싱글들이 쓰기에는 1시 좋습니다 저는 캠핑을 잘 안 되네 이게 되네 집에서만 쓰기 때문에 혼자 쓰니까 큰 TV 가 필요 없을 것 같애요 가까이 놓고 쓰다가 접어서 보관 할 수 있어서 그기… 이었습니다 감사합니다,"적당한 크기, 괜찮은 프로그램, 싱글용, 접어서 보관 가능","크기, 프로그램, 사용성, 보관","크기: 긍정, 프로그램: 긍정, 사용성: 긍정, 보관: 긍정",긍정
끝내줍니다 너무 좋습니다,"끝내줌, 좋음",품질,품질: 긍정,긍정
캠핑 때 쓰려고 구매하였는데 넘 좋고 가지고 가면 더 배로 즐거움이 느껴질거 같아요-,"캠핑, 즐거움","캠핑, 즐거움","캠핑: 긍정, 즐거움: 긍정",긍정
정말 갖고싶었는데 그만큼 맘에 드네요~잘 사용하겠습니다~,"만족, 잘 사용",사용,사용: 긍정,긍정
게임도즐길수있고 터치로하니깐 너무편해요,"게임, 편리한 터치","게임, 터치","게임: 긍정, 터치: 긍정",긍정
배송빠르고 최고에용,"빠른 배송, 최고",배송,배송: 긍정,긍정
제품 잘받았습니다캠핑이 더 즐거워질듯합니다,캠핑 즐거움,제품,제품: 긍정,긍정
스텐바이미도 사용중인데~ 고는 휴대가 가능하니 바로 주문~ 빠른배송으로 캠핑장고고~~ 갬성모드 너무 좋고~~ 정말 맘에 듭니다.^^ 스피커 빵빵~ 최고입니다.,"휴대 가능, 빠른 배송, 갬성모드, 스피커 최고","휴대성, 배송, 기능, 스피커","휴대성: 긍정, 배송: 긍정, 기능: 긍정, 스피커: 긍정",긍정
역시 기대를 저버리지 않네요 화질 부터 이동성 사용 만족도 모두 우수합니다! 다음에 추가 구매가 필요할 경우 여기서 구매할게요! 배송부터 모든 절차가 다 맘에들었습니다!,"우수한 화질, 이동성, 사용 만족도, 만족스러운 배송 절차","화질, 이동성, 사용 만족도, 배송 절차","화질: 긍정, 이동성: 긍정, 사용 만족도: 긍정, 배송 절차: 긍정",긍정
이동편하고 활용도가 너무 좋아요,"이동 편리, 높은 활용도","이동, 활용도","이동: 긍정, 활용도: 긍정",긍정
갑자기 뽐이 와서 샀어요...가격이 너무 비싸긴 한데 너무 좋아요.생각보다 반응이 빠릿해서 좋네요,"비싼 가격, 빠른 반응, 만족","가격, 반응","가격: 부정, 반응: 긍정",중립
"화질, 음질, 이동성 등이 너무좋음","좋은 화질, 음질, 이동성","화질, 음질, 이동성","화질: 긍정, 음질: 긍정, 이동성: 긍정",긍정
너무 무겁네여.지상파가 되면 너무 좋으련만기술개발이 되었음,"무거움, 기술개발 필요","무게, 기술개발","무게: 부정, 기술개발: 긍정",중립
베이굿이네요 아주마음데 듭니다,만족,제품,제품: 긍정,긍정
좋습니다.,긍정적 평가,배송,배송: 긍정,긍정
"주문하고 하루만에 그것도 아침 일찍 도착했습니다. 배송은 만점입니다. 아주 빠릅니다. 물건을 받아본 느낌은 생각보다 무겁다 입니다. 성인 남자 기준으로도 꽤 무거운 편입니다. 다만 손잡이도 견고하고 잠깐 들고 이동하기에는 큰 무리 없었습니다. 두시간정도 사용해보고 느낀건 생각보다 화질 열화가 있고 화면 틸트 기능이 불편하며, 모니터의 위치가 안 좋을 경우 뚜껑을 강제로 닫으면(아이 있는 집 등) 모니터에 손상이 우려되는 느낌이 있었습니다. 스탠바이미고에서 모바일 기기를 연결하여 사진등을 볼때 사진을 과거 순으로 로딩하여 사진 로딩에 막대한 시간이 소요되고 사진 감상이 매우 불편합니다. 이부분은 최근 사진을 우선 보여주도록 업데이트가 필요해 보입니다. 또한 연도별/월별로 사진을 끊어서 보여주도록 하면 아주 좋을듯 합니다. (*예 : 네이버 마이박스등)리모컨에 넷플릭스, 디즈니+, 프라임비디오, 웨이브가 있던데 어째서 가장 중요한 유튜브 단축키는 없는지 의문입니다. 사용빈도로 보자면 가장 높을텐데....크게 불편하지 않지만 소비자 입장에서는 프라임비디오나 디즈니 플러스보다는 유튜브 단축키가 좋지 않았을까 싶습니다. 가방 상태에서 배터리 용량을 알기 어려운 부분도 아주 아쉽습니다. 작은 적산계 수준의 패널로 직관적으로 배터리 용량을 보여줘도 좋았읉텐데.....외부로 가져 나갈때 제품을 열어서 배터리 용량을 확인하고 가져 나가야 하는 부분이 아쉽습니다. 물론 충전을 완료하면 초록색 불이 뜬다지만 급하게 나가야 할 경우나 외부에서 잠깐 사용하거나 할때 직관적으로 판단하기 어렵습니다. 구매전 부터 걱정되던 부분인데 가방을 닫기 위해 모니터를 눕히고 가방을 닫는 과정에서 모니터 위에 리모컨이나 기타 물건이 실수로 들어가 있을 경우 모니터가 박살이 나는 문제가 있습니다. 큰 주의가 필요해 보입니다. 충전 단자의 위치가 사이드가 아닌 뒷면에 위치하여 세워서 충전하여 공간 활용도를 높이는 방법이 불가능 한 점도 아쉽습니다. 세워서 거치가 가능하도록 바닥에 고무다리가 달린건 좋은데 충전 코드가 같은 방향에 위치하다보니 의미가 없습니다. 물론 옆면으로 세울 수는 있는데 이부분엔 아무 보강조치가 없어서 스크래치 우려가 큽니다. 알람기능이 빠진것도 매우 아쉽습니다. 알람 기능을 통하여 자동으로 티비 전원을 켜거나 유뷰브, 넷플릭스를 가동시키는 기능 자체가 빠져 있네요. 구매 전에는 당연히 있을 기능으로 생각해서 아침에 알람으로 유튜브 음악을 듣는다거나 하는 일이 가능할꺼라고 생각했습니다. 기능이 빠진 부분은 매우 아쉽습니다. 어쨋든 쓰다보니 단점만 주구장창 쓴거 같은데 그래도 이런 제품을 개발하고 판매한것 자체로 대단하다고 생각합니다. 열심히 사용해 보겠습니다.","빠른 배송, 무거운 무게, 견고한 손잡이, 화질 열화, 불편한 화면 틸트, 모니터 손상 우려, 사진 로딩 불편, 유튜브 단축키 없음, 배터리 용량 확인 어려움, 모니터 손상 주의, 충전 단자 위치 불편, 알람 기능 없음, 제품 개발 칭찬","배송, 무게, 손잡이, 화질, 화면 틸트, 모니터 손상, 사진 로딩, 단축키, 배터리 확인, 충전 단자, 알람 기능, 제품 개발","배송: 긍정, 무게: 부정, 손잡이: 긍정, 화질: 부정, 화면 틸트: 부정, 모니터 손상: 부정, 사진 로딩: 부정, 단축키: 부정, 배터리 확인: 부정, 충전 단자: 부정, 알람 기능: 부정, 제품 개발: 긍정",부정
와….정말 세상이 좋아진걸 제대로 느끼는 순간 같아요ㅎㅎ디자인도 훌륭하고 이동성에 좋은 음질 화질은 쪼꼼 아쉽지만 다른 모든게 커버칩니다 정말 좋아요,"훌륭한 디자인, 좋은 이동성, 아쉬운 음질 화질, 전반적 만족","디자인, 이동성, 음질, 화질","디자인: 긍정, 이동성: 긍정, 음질: 부정, 화질: 부정",중립
"실내,실외 어디든 편안하게 OTT 시청가능합니다.",편안한 OTT 시청,"실내 시청, 실외 시청","실내 시청: 긍정, 실외 시청: 긍정",긍정
배송빠르고 화질 그리고 모니터 크기 무게 모든게 마음에들어요,"빠른 배송, 화질, 모니터 크기, 무게, 만족","배송, 화질, 모니터 크기, 무게","배송: 긍정, 화질: 긍정, 모니터 크기: 긍정, 무게: 긍정",긍정
배송도 빠르고 제품도 좋아요,"빠른 배송, 좋은 제품","배송, 제품","배송: 긍정, 제품: 긍정",긍정
좋은제품 빠른배송 감사합니다.,"좋은 제품, 빠른 배송","제품, 배송","제품: 긍정, 배송: 긍정",긍정
너무 마음에 듭니다 !! 사이즈부터 디자인 전부 최곱니다 ! 배송은 당연히 칼배송고요!,"최고 디자인, 칼배송","사이즈, 디자인, 배송","사이즈: 긍정, 디자인: 긍정, 배송: 긍정",긍정
"배터리 수명, 아이들과 아빠의 리모콘 쟁탈전이 벌어진 것 외엔 흠잡을게 없는 완벽한 기기^^","배터리 수명, 완벽한 기기","배터리 수명, 기기 성능","배터리 수명: 부정, 기기 성능: 긍정",중립
배송을 원하는 날에 친절하게 잘 보내주셨네요. 캠핑시 사용하려고 샀는데 아이들이 너무 좋아합니다. 진작에 살껄 왜 이제샀나 싶네요. 너무 좋아요.,"친절한 배송, 아이들 만족, 캠핑용품 만족","배송, 캠핑용품, 아이들 반응","배송: 긍정, 캠핑용품: 긍정, 아이들 반응: 긍정",긍정
만족하고잘받았습니다다음에도 또 구매하겠습니다,"만족, 재구매 의사","배송, 재구매","배송: 긍정, 재구매: 긍정",긍정
캠핑가서 사용해보니 너무좋네요ㅋ축구도 보고 야구도 보고 짱입니다^^조금 무거운감은 있지만 성능과 디자인이 커버치네요ㅋ최고입니다ㅋㅋ,"좋은 성능, 멋진 디자인, 약간 무거움","성능, 디자인, 무게","성능: 긍정, 디자인: 긍정, 무게: 부정",긍정
캠핑갈 때 가져갔어요~ 마침 항저우 아시아게임 기간이라 모닥불 아래 응원하며 너무 즐거운 시간 보냈습니다!캠핑 가시는 분들 너무 너~~~~무 강추합니다!!,"캠핑 추천, 즐거운 시간","캠핑, 추천, 시간","캠핑: 긍정, 추천: 긍정, 시간: 긍정",긍정
너무 좋아요 무계가 좀나가네요 그래도 너무 좋습니다~~,"무게, 만족","무게, 만족","무게: 부정, 만족: 긍정",중립
너무 좋아요 무계가 좀나가네요 그래도 너무 좋습니다~~,"무게, 만족","무게, 만족","무게: 부정, 만족: 긍정",중립
너무 좋네요 만족합니다 가족들 모두 잘 쓰고 있어요,"만족, 가족 사용",사용,사용: 긍정,긍정
불멍하기위해 구매했어요.대체로 만족합니다.무게가 무거운 단점이 있네요,"불멍, 무거운 단점, 대체로 만족","구매 목적, 무게","구매 목적: 긍정, 무게: 부정",중립
배송도빠르고 좋네요,"빠른 배송, 좋음",배송,배송: 긍정,긍정
이동하기편하고 작은핸드폰으로 유튜브보는것보다 훨씬조코 편하네요 인터넷 티비 게임까지 할수 잇는 컴퓨터라고 생각하고 사용하려고 합니다 제품이 무게만 가볍다면 정말완벽할 꺼라고 생각합니다 너무 무거워서 아이나 여자는 움직이기 힘드네요,"이동 편리, 유튜브, 인터넷, 티비, 게임, 무게 무거움","이동, 유튜브, 인터넷, 티비, 게임, 무게","이동: 긍정, 유튜브: 긍정, 인터넷: 긍정, 티비: 긍정, 게임: 긍정, 무게: 부정",긍정
너무너무너무 무겁지만 좋아요 화질도 좋고 스피커 좋고,"무거움, 좋은 화질, 좋은 스피커","무게, 화질, 스피커","무게: 부정, 화질: 긍정, 스피커: 긍정",긍정
아시안 게임 축구도 보고 캠핑장 에서 아주 알차게 사용했습니다.어플이 뭔가 좀 없어서 너무 아쉬워요.어플도 있는 거 사용하면 일부 호환이 안되는 어플도 있고요좀 개선 되었으면 좋겠어요.화질은 진짜 엄청 좋은거는 아닙니다.그래도 야외에서 볼 수 있는 점에서는 진짜 최고에요무게는 제가 178에 몸무게 97키로 인데 솔직히 무겁다고 느끼는 정도입니다.여자분들이 오래 들고 이동하기에는 버겁고 아이들도 조심 해야 할거 같네요 사운드는 미쳤어요. 돌비 사운드라 음질도 좋고 모니터 위치 바꿀때마다 소리음질 바뀌는건 퀄리티 미친거 같네요,"알찬 사용, 어플 부족, 호환 문제, 화질 보통, 야외 사용 최고, 무거움, 돌비 사운드, 음질 좋음","사용, 어플, 호환, 화질, 야외 사용, 무게, 사운드, 음질","사용: 긍정, 어플: 부정, 호환: 부정, 화질: 중립, 야외 사용: 긍정, 무게: 부정, 사운드: 긍정, 음질: 긍정",중립
캠핑가서 사용했어요~~~ 집에서도 쓰지만~~ 밖에서 보니 더 좋네여!! 닌텐도도 연결해서 게임할 수 있고요!! 대대만족~~!!! 살까말까 고민한 시간이 아까워요 ㅎㅎ,"캠핑 사용, 닌텐도 연결, 대만족","사용, 연결","사용: 긍정, 연결: 긍정",긍정
제품 좋습니다.사길 잘했는데여자 혼자 들기엔 무거워요..캠핑 3단 접이식 테이블에 올려뒀는데 테이블 박살났어여 ㅋㅋㅋㅋ,"제품 좋음, 무거움, 테이블 파손","제품, 무게, 테이블","제품: 긍정, 무게: 부정, 테이블: 부정",중립
"룸앤티비사용하다가 무선으로도 사용가능하다고 해서 캠핑용으로 구매해봤습니다●한손으로 들고다니기 편한형태로 되어있어 편합니다 또한 리모컨을 내부에 넣을수있어서 분실위험도 없고 좋아요●넷플릭스,디지니플러스,쿠팡플레이스등 다양한ott가 있어서 남녀노소 상관없이 상황에맞게 다쓸수있어 좋습니다낮에는 아이들 영화도 보여주고 저녁엔 어른들 드라마도 보고 1석2조?3조?4조??●터치스크린이라 아이들도 쉽게 조작이 가능합니다화면터치가 신기한지 자꾸 눌러보는 아이들이 너무 귀엽네요ㅎㅎ●내장배터리가 탑재되서 최대3시간 사용가능한데 선이안닿는곳은 무선으로 사용할수있어서 참좋습니다살지말지 고민이신분이라면 일단사면 단점(룸앤보다무겁다정도?)보다 장점이 더 잘보인다는점입니다ㅎㅎ캠핑장에서 한일 축구전을 키고 봤더니 제뒤로 사람들이 다의자를 들고 하나둘씩 모이는게 너무 재밌는 광경이였습니다ㅎㅎㅎ","무선 사용, 휴대 편리, 리모컨 보관, 다양한 OTT, 터치스크린, 내장 배터리, 캠핑용 적합, 무게 단점","무선 사용, 휴대 편리, 리모컨 보관, 다양한 OTT, 터치스크린, 내장 배터리, 캠핑용 적합, 무게","무선 사용: 긍정, 휴대 편리: 긍정, 리모컨 보관: 긍정, 다양한 OTT: 긍정, 터치스크린: 긍정, 내장 배터리: 긍정, 캠핑용 적합: 긍정, 무게: 부정",긍정
여자가 들기엔 생각보다 무게가 좀 있습니다. 여기저기 옮겨다니면서 사용하기 좋고 각도조절도 용이합니다. 화질이나 음향도 충분합니다. 엘지싱큐앱으로 리모콘 조절도 가능해서 편리하게 사용가능해요. 무게 빼고는 아주 만족스럽습니다.,"무거움, 이동성, 각도조절, 화질, 음향, 편리한 앱, 만족","무게, 이동성, 각도조절, 화질, 음향, 앱","무게: 부정, 이동성: 긍정, 각도조절: 긍정, 화질: 긍정, 음향: 긍정, 앱: 긍정",긍정
만족스러우나 가격에 비해 화질이 FHD라는게 가장 큰 흠이네요.,"만족, 가격, FHD 화질, 흠","가격, 화질","가격: 부정, 화질: 부정",부정
"배송도 시간에 맞게 잘왔고, 터치도 좋고 작동하기도 편했어요. 그리고 이뻐요.","정시 배송, 좋은 터치, 편리한 작동, 예쁜 디자인","배송, 터치, 작동, 디자인","배송: 긍정, 터치: 긍정, 작동: 긍정, 디자인: 긍정",긍정
화질좋고 매우견고하며 기능도 많아요,"좋은 화질, 견고함, 다양한 기능","화질, 견고함, 기능","화질: 긍정, 견고함: 긍정, 기능: 긍정",긍정
잘받았어요 좋네요 배송기사님도 엄청 친절히 잘해주셔시어요 감사합니다,"좋은 제품, 친절한 배송기사","제품, 배송, 서비스","제품: 긍정, 배송: 긍정, 서비스: 긍정",긍정
캠핑을 좋아하진 않지만 영상을 많이바서 삿는데 넘나 좋아요 여자친구도 엄청 좋아해요~,"좋은 제품, 여자친구 만족",제품,제품: 긍정,긍정
스탠바이미를 보유하고 있어서 집에서의 활용은 없을듯 합니다. 역시 스탠바이미고는 캠핑시 너무 좋구요. 외부에서 간단한 브리핑용으로 사용했는데 너무 좋았습니다.,"캠핑, 외부 브리핑, 만족","캠핑, 외부 브리핑","캠핑: 긍정, 외부 브리핑: 긍정",긍정
캠핑가믄 할게없어서 영화라도볼겸 집에서도 드라마등 볼겸사봤어요~ 움..좀 많이무겁구요.. 집에선 티비가있는데 굳이..캠핑장은 좀 조용한데 티비보는게 눈치보이고.. 그래도 가지고다니면 쓰지않을까싶어요~ 화질이며 음량이며 집에있는티비보다 더 좋은것같아요~ 돈아깝지않게 마니 쓸거에요~,"무거움, 화질 좋음, 음량 좋음, 캠핑 불편, 집 사용 불필요","무게, 화질, 음량, 캠핑 사용, 집 사용","무게: 부정, 화질: 긍정, 음량: 긍정, 캠핑 사용: 부정, 집 사용: 부정",부정
스탠바이미를 보유하고 있어서 집에서의 활용은 없을듯 합니다. 역시 스탠바이미고는 캠핑시 너무 좋구요. 외부에서 간단한 브리핑용으로 사용했는데 너무 좋았습니다.,"캠핑, 외부 브리핑, 만족","캠핑, 외부 브리핑","캠핑: 긍정, 외부 브리핑: 긍정",긍정
받아 보니까 너무 좋네요캠핑가서 빨리 사용해 보고 싶네요기대됩니다.,"좋은 제품, 캠핑 기대",제품,제품: 긍정,긍정
차박하면서 썼는데 너무 좋았어요 집에서도 잘쓰고있습니다,"차박, 집, 만족","사용, 장소","사용: 긍정, 장소: 긍정",긍정
갑자기 확 다 댕겨서 구매9월 혜택도 완벽해서 질러버렸네요이동시 무게감은 확실히 있습니다 매장가서 들어보고 이정도는 상관 없다 생각했습니다아이들과 같이 게임도 하고 이동하면서 영상이나 티비도 보고 최고의 아이템을 얻었습니다,"9월 혜택, 무게감, 최고의 아이템","혜택, 무게감, 아이템","혜택: 긍정, 무게감: 중립, 아이템: 긍정",긍정
너무 좋은 디자인과.....휴대성 모두가 좋아요....,"좋은 디자인, 좋은 휴대성","디자인, 휴대성","디자인: 긍정, 휴대성: 긍정",긍정
