issue,theme,긍정,부정,중립,total
스탠바이미 Go,제품 및 브랜드 인식,0,0,1,1
스탠바이미 GO 행사,이벤트 및 프로모션,0,0,1,1
스탠바이미 GO 할인,구매 및 할인,1,0,0,1
스탠바이미 GO 제품,기타,0,0,1,1
스탠바이미 GO 제공,제품 기대 및 스펙,0,0,1,1
스탠바이미 GO 입고,제품 출시 및 홍보,0,0,1,1
스탠바이미 GO 소개,기타,0,0,1,1
스탠바이미 GO 선호,기타,1,0,0,1
스탠바이모드,제품 활용 및 기능,0,0,1,1
스탠바이를 애정하는 이유 작성,기타,0,0,1,1
스탠바이 미 도라에몽 4주 연속 1위,기타,1,0,0,1
스탠드형 선호,디자인 및 외관,0,0,1,1
스탠드형 및 테이블 모드,제품 활용 및 기능,0,0,1,1
스탠드형 무선 TV,기타,0,0,1,1
스탠드형 모델 고정 위치에 적합,사용자 경험,1,0,0,1
스탠드형 모니터,기능 및 성능,0,0,1,1
스탠드형 렌탈,구매 및 가격,0,0,1,1
스탠드형 구매,제품 특징 및 사용,0,0,1,1
스탠드형 TV 구매,기타,0,0,1,1
스탠드티비 특징 소개,디자인 및 혁신,0,0,1,1
스탠드와 바퀴,디자인 및 구조,0,0,1,1
스탠드와 무선 배터리 탑재,제품 스펙 및 기능,1,0,0,1
스탠드봉에 전선 미리 넣기,제품 스펙 및 기술,0,0,1,1
스탠드/벽걸이 선택 가능,제품 비교 및 선택,0,0,1,1
스탠드 활용,사용 사례 및 추천,1,0,0,1
스탠드 형식 구입,제품 디자인 및 조립,0,0,1,1
스탠드 탑재,구성 및 설치,0,0,1,1
스탠드 퀄리티,제품 디자인 및 기능,0,0,1,1
스탠드 추천,제품 및 기능,1,0,0,1
스탠드 조절 편리,사용 편의성,1,0,0,1
스탠드 조절 기능,사용자 경험 및 만족도,0,0,1,1
스탠드형 방문설치,서비스 및 지원,0,0,1,1
스탠드형 스크린,제품 및 기술 사양,0,0,1,1
스탠바이 모드 전력 절약,부가 기능 및 기타,1,0,0,1
스탠드형 스탠바이미,구성 및 설치,0,0,1,1
스탠바이 모드 오해,기타,0,0,1,1
스탠바이 모드 기능,기능 및 성능,1,0,0,1
스탠바이 기능으로 에너지 절약,기능 및 성능,1,0,0,1
스탠바이 기능,부가 기능 및 기타,1,0,0,1
스탠바리미2 신모델,제품 모델 및 출시,0,0,1,1
스탠딩티비 고려,기타,0,0,1,1
스탠딩 활용 가능,기능 및 성능,1,0,0,1
스탠딩 형식,제품 기능 및 사용성,0,0,1,1
스탠딩 타입 사용 중,기타,1,0,0,1
스탠딩 타입 만족,제품 및 기능 만족,1,0,0,1
스탠딩 책상 개발 및 제조,디자인 및 혁신,0,0,1,1
스탠딩 이동식 TV,이동성과 휴대성,0,0,1,1
스탠딩 데스크 활용,사용 사례 및 추천,0,0,1,1
스탠딩 TV 선택,기타,0,0,1,1
스탠드화이트 32인치 FHD,기타,0,0,1,1
스탠드형과 휴대형 라인업,기타,0,0,1,1
스탠드형과 스탠바이미 고 존재,제품 기능 및 성능,0,0,1,1
스탠드형 스탠바이미 렌탈,기타,0,0,1,1
스탠드형 스탠바이미 고려,제품 디자인 및 이동성,0,0,1,1
스탠바이미 Go의 매력,기타,1,0,0,1
스탠바이미 LG에 대한 높은 관심,스탠바이미 관련,1,0,0,1
스탠바이미 대체 계획,기타,0,0,1,1
스탠바이미 고와 룸앤TV 2세대 스펙 비교,부가 기능 및 기타,0,0,1,1
스탠바이미 구매 계획,TV 구매 및 사용 고민,0,0,1,1
스탠바이미 구매 vs 렌탈 고민,구매 고려 및 비교,0,0,1,1
스탠바이미 구독 계획,렌탈 및 구독 서비스,0,0,1,1
스탠바이미 구독,제품 선택 및 구매,0,0,1,1
스탠바이미 교환 가능,기타,0,0,1,1
스탠바이미 광고 화제,제품 사용 경험 및 평가,0,0,1,1
스탠바이미 광고 기대,기타,1,0,0,1
스탠바이미 광고 관심,광고 및 홍보,0,0,1,1
스탠바이미 광고,기타,0,0,1,1
스탠바이미 고와 나들이,캠핑 및 야외 활동,1,0,0,1
스탠바이미 TV 관심,기타,0,0,1,1
스탠바이미 고민,스탠바이미 제품 및 기능,0,0,1,1
스탠바이미 고 휴대,기타,0,0,1,1
스탠바이미 고 홍보,제품 홍보 및 출시 기대,0,0,1,1
스탠바이미 고 할인,기타,1,0,0,1
스탠바이미 고 한정판 출시,프로모션 및 이벤트,0,0,1,1
스탠바이미 고 필요성 없음,기타,0,0,1,1
스탠바이미 고 판매,제품 특징 및 기능,0,0,1,1
스탠바이미 고 티비 소유,기타,0,0,1,1
스탠바이미 고 캠핑용,제품 및 가격 정보,0,0,1,1
스탠바이미 구매 관심,기타,0,0,1,1
스탠바이미 구매 또는 렌탈 고민,기타,0,0,1,1
스탠바이미 구매 시도,기타,0,0,1,1
스탠바이미 구매 우선순위 낮음,제품 선택 및 구매,0,0,1,1
스탠바이미 대체 가능,스탠바이미 제품,0,0,1,1
스탠바이미 대여,교육 및 특별 용도,0,0,1,1
스탠바이미 단점 보완,제품 사용 경험 및 평가,1,0,0,1
스탠바이미 노래,영화 및 문화,0,0,1,1
스탠바이미 네이밍,부가 기능 및 기타,0,0,1,1
스탠바이미 넘어질 우려,사용 및 설치 환경,0,1,0,1
스탠바이미 깔끔한 디자인,제품 기능 및 성능,0,0,1,1
스탠바이미 기회,기타,1,0,0,1
스탠바이미 기존 사용자,제품 구매 및 만족도,0,0,1,1
스탠바이미 기능 동일,제품 기능 및 성능,0,0,1,1
스탠바이미 기능 궁금증,기타,0,0,1,1
스탠바이미 기능 관심,제품 사용 및 기능,0,0,1,1
스탠바이미 기능,제품 기능 및 사용성,0,0,1,1
스탠바이미 금액 부담,스탠바이미 제품 및 기능,0,1,0,1
스탠바이미 구입 고민,기타,0,0,1,1
스탠바이미 구입,기타,0,0,1,1
스탠바이미 구매 혜택,제품 기대 및 스펙,0,0,1,1
스탠바이미 구매 추천,제품 사용 경험 및 평가,0,0,1,1
스탠바이미 구매 증가,구매 및 소비,0,0,1,1
스탠바이미 고 첫 사용 만족,제품 특징 및 사용,1,0,0,1
스탠바이미 고 제품 홍보,제품 만족도 및 홍보,0,0,1,1
스탠바이미 고 제품 정보,기타,0,0,1,1
스탠바이미 가격 할인,스탠바이미 제품,1,0,0,1
스탠바이미 가격 및 스펙 정보,기타,0,0,1,1
스탠바이미 가격 문의,스탠바이미 관련,0,0,1,1
스탠바이미 vs 스마트모니터 vs TV 고민,구매 및 선택 고민,0,0,1,1
스탠바이미 vs 삼텐바이미 비교,기타,0,0,1,1
스탠바이미 vs 삼탠바이미 선택 고민,제품 비교 및 선택 고민,0,0,1,1
스탠바이미 go 챔피언에디션,제품 특징 및 사용,0,0,1,1
스탠바이미 go 선호,기타,1,0,0,1
스탠바이미 UHD,제품 기능 및 성능,0,0,1,1
스탠바이미 TV와 결합 가능,기타,0,0,1,1
스탠바이미 TV 한정수량 판매,스탠바이미 제품 관련,0,0,1,1
스탠바이미 TV 출시,신제품 및 모델,0,0,1,1
스탠바이미 TV 정보,제품 정보 및 출시,0,0,1,1
스탠바이미 TV 소형 가전,제품 특징 및 비교,1,0,0,1
스탠바이미 TV 소개,기타,0,0,1,1
스탠바이미 TV 리뷰,기능 및 사용,0,0,1,1
스탠바이미 TV 기능,제품 정보 및 추천,0,0,1,1
스탠바이미 TV 긍정적 인상,사용자 경험 및 만족도,1,0,0,1
스탠바이미 TV 구매처,제품 정보 및 추천,0,0,1,1
스탠바이미 TV 구매,스탠바이미 관련,0,0,1,1
스탠바이미 가격 아쉬움,스탠바이미 제품,0,1,0,1
스탠바이미 가족,브랜드 및 홍보,0,0,1,1
스탠바이미 고 안내,기타,0,0,1,1
스탠바이미 감성,제품 정보 및 추천,0,0,1,1
스탠바이미 고 신상품,기타,0,0,1,1
스탠바이미 고 선택 가능,신제품 및 출시 소식,0,0,1,1
스탠바이미 고 선물,렌탈 및 구매 옵션,0,0,1,1
스탠바이미 고 사은품,제품 비교 및 기타,0,0,1,1
스탠바이미 고 사용,캠핑 및 야외 활동,0,0,1,1
스탠바이미 고 모델 출시,신제품 및 출시 소식,0,0,1,1
스탠바이미 고 론칭,제품 출시 및 홍보,0,0,1,1
스탠바이미 고 기종,기타,0,0,1,1
스탠바이미 고 기대,제품 인기 및 추천,1,0,0,1
스탠바이미 고 구매 고려,기타,0,0,1,1
스탠바이미 고 구매,기타,0,0,1,1
스탠바이미 고 검색,제품 기능 및 성능,0,0,1,1
스탠바이미 고 가격 포함,제품 출시 및 이벤트,0,0,1,1
007가방 사용,기타,0,0,1,1
스탠바이미 경품 추첨,제품 판매 및 혜택,0,0,1,1
스탠바이미 경품 인기,제품 추천 및 체험,1,0,0,1
스탠바이미 경품 이벤트,제품 추천 및 체험,0,0,1,1
스탠바이미 경추베개 사용,기타,0,0,1,1
스탠바이미 경쟁 제품,기타,0,0,1,1
삼성 모니터와 거치대 조립,제품 비교 및 구매 고려,0,0,1,1
삼성 더프리스타일,기타,0,0,1,1
듀얼스피커,기능 및 성능,1,0,0,1
모바일 기기 화면 미러링 가능,사용자 경험 및 기능,1,0,0,1
모바일 방치형 게임과 다름,문화 및 엔터테인먼트,1,0,0,1
모바일 미러링 지원,제품 특성 및 기능,0,0,1,1
모바일 미러링,제품 활용 및 기능,1,0,0,1
모바일 리모컨,제품 기능 및 연결성,0,0,1,1
모바일 디바이스 노하우 활용,사용자 편의 및 기능,0,0,1,1
모바일 기프티콘 사용,기타,0,0,1,1
모바일 기기처럼 활용 가능,사용자 편의성 및 이동성,1,0,0,1
모바일 기기처럼 사용 가능,제품 특성 및 기능,1,0,0,1
모바일 기기와 화면 공유,기능 및 사용성,0,0,1,1
모바일 기기 재생 가능,제품 스펙 및 기능,1,0,0,1
모바일 거치대 부착 위치 권장,기타,0,0,1,1
모바일 기기 자동 연결,기타,1,0,0,1
모바일 기기 사양에 따른 차이,기타,0,0,1,1
모바일 기기,기술 및 호환성,0,0,1,1
모바일 구매 혜택,프로모션 및 이벤트,0,0,1,1
모바일 공유로 수업 가능,기타,1,0,0,1
모바일 게임과 차별화,기타,1,0,0,1
모바일 거치대 제거,기타,0,0,1,1
모바일 거치대 유무,기타,0,0,1,1
모바일 거치대 설명서 포함,제품 디자인 및 조립,0,0,1,1
모바일 사진 업로드,기타,1,0,0,1
모바일 생방송 판매 서비스,이벤트 및 프로모션,0,0,1,1
모바일 쇼핑 시간 소요,기타,0,1,0,1
모바일 실패 후 성공 기대,기타,0,0,1,1
모바일 확인서비스 사용 제한,기술 및 기능,0,0,1,1
모바일 화면공유 기능,제품 활용 및 기능,1,0,0,1
모바일 화면 즐김,기타,0,0,1,1
모바일 화면 공유 지원,기능 및 사용 편의성,1,0,0,1
모바일 화면 공유 기능,편의성과 활용,0,0,1,1
모바일 핫스팟,기능 및 성능,0,0,1,1
모바일 프로젝터,제품 및 모델 비교,0,0,1,1
모바일 폰 크래들 호환,기타,1,0,0,1
모바일 폰 미러링 간편,기능 및 호환성,1,0,0,1
모바일 폰 미러링 가능,기능 및 사용 편의성,1,0,0,1
모바일 클립으로 휴대폰 거치,기타,1,0,0,1
모바일 클립,기타,1,0,0,1
모바일 크래들 제공,기타,1,0,0,1
모바일 쿠폰 지급,추가 서비스 및 경품,1,0,0,1
모바일 주유쿠폰 및 LG 스탠바이미GO 획득 기회,가격 및 프로모션,0,0,1,1
모바일 웹 사용,기타,0,0,1,1
모바일 연결,제품 기능 및 사용성,1,0,0,1
모바일 앱으로 주유 가능,기타,0,0,1,1
모바일 앱 서비스,기타,0,0,1,1
모바일 거치대 사라짐,사용자 불만 및 문제점,0,0,1,1
모바일 거치대 미장입,디자인 및 혁신,0,0,1,1
물량 부족,구매 및 할인,0,0,1,1
면역력 강화,기타,1,0,0,1
모니터 상태 양호,제품 상태 및 가격,1,0,0,1
모니터 사이즈 27인치,기타,0,0,1,1
모니터 사용 고민,기타,0,0,1,1
모니터 모드,다양한 기능 및 설정,1,0,0,1
모니터 거치대 판매,기타,0,0,1,1
명작 할머니의 추억 재구축,기타,0,0,1,1
명상 영상 시청,고객 경험 및 만족도,1,0,0,1
명륜진사갈비 이용권,기타,0,0,1,1
명륜진사갈비 방문기,기타,0,0,1,1
멤버십 패키지,기타,0,0,1,1
모바일 거치대 기본제공,제품 특성 및 기능,0,0,1,1
멤버십 첫 가입 혜택,이벤트 및 혜택,0,0,1,1
멤버십 가입 필요,부가 서비스 및 혜택,0,0,1,1
멤버십 BOARDING 패키지 경품,이벤트 및 혜택,0,0,1,1
메인 티비로 사용 가능성,제품 특징 및 사용성,0,0,1,1
메모리폼 소재,기타,0,0,1,1
메가스토어,마케팅 및 판매,0,0,1,1
멋진 디자인,디자인 및 품질,1,0,0,1
멋진 감성 공간,디자인 및 인테리어,1,0,0,1
멋있고 훌륭한 디자인,디자인 및 공간 활용,1,0,0,1
모니터 상하좌우 이동 가능,제품 기능 및 사용성,1,0,0,1
모니터 손상,사용 빈도 및 문제,0,1,0,1
모니터 연결 편리,기능 및 사용 편의성,0,0,1,1
모니터 이동 불편,제품 설치 및 이동 문제,0,1,0,1
모바일 NFC 지원,제품 및 기술 사양,1,0,0,1
모바일 MMORPG에서 발라드 여가수 목소리,기타,0,0,1,1
모르는 번호로 전화,기타 이슈 및 요구,0,0,1,1
모두의마블 가능,기타,0,0,1,1
모두 즐겁게 참여,참여 및 체험,1,0,0,1
모델별 차이,기타,0,0,1,1
모델명 27ART10DQPL,기타,0,0,1,1
모델 차이 이해 부족,사용 경험 및 후기,0,0,1,1
모델 종류,기타,0,0,1,1
모델 선택,제품 구매 및 기대,0,0,1,1
모델 비교,제품 비교 및 추천,0,0,1,1
모델 대체 출고,제품 및 기술 사양,0,0,1,1
모던한 홈 엔터테인먼트,기타,0,0,1,1
모던한 디자인,디자인 및 공간 활용,1,0,0,1
모닥불 불멍 느낌,기타,1,0,0,1
모니터 해상도 아쉬움,성능 아쉬움,0,1,0,1
모니터 크기 선택 가능,디자인 및 크기,1,0,0,1
모니터 크기 고민,기타,0,0,1,1
모니터 있음,기타,0,0,1,1
모바일 환경 적합,편의성과 활용,0,0,1,1
모바일게임 컨트롤,기타,0,0,1,1
모바일폰으로 유튜브 시청,기타,0,0,1,1
무선 넷플릭스 시청,제품 활용 및 기능,1,0,0,1
무선 연결 지원,기타,1,0,0,1
무선 스피커,제품 특성 및 기능,0,0,1,1
무선 스탠드형,스탠바이미 제품,0,0,1,1
무선 스크린,제품 기능 및 연결성,0,0,1,1
무선 소형 TV,이동성과 휴대성,0,0,1,1
무선 사용,제품 및 기능 만족,1,0,0,1
무선 미니청소기,제품 기능 및 사용성,0,0,1,1
무선 무빙 스탠드 스크린,이동식 스마트 TV,0,0,1,1
무선 디자인,이동 및 휴대성,1,0,0,1
무선 가능 여부,사용 편의성 및 기능,0,0,1,1
모터홈,사용 용도 및 환경,0,0,1,1
무선,기능 및 기술,1,0,0,1
무상 제공,학습 및 콘텐츠,0,0,1,1
무상 AS 보장,고객 서비스 및 지원,1,0,0,1
무상 A/S 제공,기타,1,0,0,1
무상 A/S 5년,서비스 및 지원,1,0,0,1
무빙휠로 자유로운 이동,이동 및 사용 편의성,1,0,0,1
무빙휠 탑재,제품 디자인 및 조립,0,0,1,1
무빙휠 장착,이동 및 설치 용이성,1,0,0,1
무빙휠 스탠드,기타,0,0,1,1
무선 이동 가능,제품 기능 및 사용성,1,0,0,1
무선 이동성,기능 및 성능,1,0,0,1
무선 이동식 스마트TV,캠핑 및 휴대성,0,0,1,1
무선 재생 가능,기능 및 사용 편의성,1,0,0,1
문제 해결,기타,1,0,0,1
문제 있는 부분,제품 불만 및 문제,0,1,0,1
문제 없음,기타,1,0,0,1
문자 메시지 정크 저장,기타 이슈 및 요구,0,1,0,1
문의 권장,기타,0,0,1,1
묶음할인으로 저렴하게 구매,구매 및 거래,1,0,0,1
무타공 설치,기타,1,0,0,1
무이자 24개월,가격 및 결제,1,0,0,1
무용지물,기타,0,1,0,1
무신산타 이벤트,마케팅 및 프로모션,0,0,1,1
무선충전,제품 특성 및 기능,1,0,0,1
무선/유선 가능,제품 기능 및 사용성,0,0,1,1
무선 활용,기능 및 기술,1,0,0,1
무선 프라이빗 스크린,기타,0,0,1,1
무선 편리,기타,1,0,0,1
무선 티비로 활용 가능,기타,0,0,1,1
무선 제품,제품 기능 및 성능,1,0,0,1
무선 재생시간,기능 및 성능,1,0,0,1
무선 재생 시간,기술 및 기능,0,0,1,1
무빙휠 미적용,제품 이동성 및 설치,0,1,0,1
무빙휠 달린 스탠딩 거치대,기타,0,0,1,1
무빙휠,제품 디자인 및 조립,0,0,1,1
무드등,제품 특성 및 기능,1,0,0,1
무기스,제품 상태 및 거래,1,0,0,1
무광 화면,기타,1,0,0,1
무게감 있음,기타,0,0,1,1
무게 제외 모든 것 장점,사용자 경험,1,0,0,1
무게 단점,사용자 경험,0,1,0,1
무겁지만 이동 가능,부가 정보 및 기타,0,0,1,1
무겁다,기타,0,1,0,1
무겁고 큼,사용 경험 및 평가,0,1,0,1
무거운 스탠드,기타,0,1,0,1
묘한 매력,기타,1,0,0,1
몸 상태 불편,사용 편의성 및 편리함,0,1,0,1
몰입적인 엔터테인먼트,제품 정보 및 추천,1,0,0,1
몰입적인 경험,디자인 및 기능,0,0,1,1
목표 달성,기타,0,0,1,1
목주름 방지,기타,1,0,0,1
목의 피로,사용자 경험 및 만족도,0,1,0,1
목디스크에 좋음,기타,1,0,0,1
목과 어깨 통증 완화,편안함 및 건강,0,0,1,1
모토캠핑에 사이즈 부담,활용 및 용도,0,1,0,1
무드 조성,기타,1,0,0,1
무료 배송 및 설치,사용 및 설치,1,0,0,1
무빙큐빅스 스마트 24인치 스탠바이미,제품 및 기술 사양,0,0,1,1
무료 상담 신청,구매 및 사용 경험,0,0,1,1
무빙스탠드 지원 확대,이동성과 휴대성,0,0,1,1
무빙스탠드 가격,구매 및 가격 혜택,0,0,1,1
무빙스탠드,편의 및 이동성,0,0,1,1
무빙 휠로 자유로운 이동,이동 및 캠핑 활용,1,0,0,1
무빙 휠 연결,사용자 편의성 및 이동성,0,0,1,1
무빙 휠,제품 이동성 및 설치,0,0,1,1
무빙 스탠드 가격,가격 및 구매,0,0,1,1
무빙 스탠드,제품 디자인 및 이동성,0,0,1,1
무료 테마 제공,엔터테인먼트 및 콘텐츠,1,0,0,1
무료 체험 서비스,프로모션 및 혜택,1,0,0,1
무료 체험 가능,구매 및 가격 혜택,0,0,1,1
무료 증정 이벤트,이벤트 및 혜택,1,0,0,1
무료 증정 기회,제품 추천 및 체험,1,0,0,1
무료 인수형 렌탈 가능,이벤트 및 프로모션,0,0,1,1
무료 이용,기타,1,0,0,1
무료 이벤트 정보,이벤트 및 프로모션,0,0,1,1
무료 이벤트,이벤트 및 혜택,0,0,1,1
무료 업데이트,추가 기능 및 혜택,1,0,0,1
무료 아님,기타,0,1,0,1
멋스러움,디자인 및 인테리어,1,0,0,1
멀티화면 이용,활용 및 용도,1,0,0,1
멀티탭과 아답터 불필요,기능 및 호환성,1,0,0,1
렌탈 견적 비교,가격 및 구매,0,0,1,1
렌탈 선호,구매 및 판매 정보,0,0,1,1
렌탈 서비스 선호,가격 및 경제성,0,0,1,1
렌탈 서비스,가격 및 렌탈,0,0,1,1
렌탈 비용,가격 및 혜택,0,0,1,1
렌탈 발견,기타,0,0,1,1
렌탈 및 구독 옵션,가격 및 구매,0,0,1,1
렌탈 구매 추천,이벤트 및 프로모션,0,0,1,1
렌탈 구매 가능,이벤트 및 혜택,0,0,1,1
렌탈 계약 가능,구매 및 이벤트,1,0,0,1
렌탈 가능 여부 문의,구매 및 판매 정보,0,0,1,1
룸앤티비2세대 구매 고민,제품 특성 및 용도,0,0,1,1
렌탈 가격 비교,구매 및 이벤트,0,0,1,1
레이턴시 감소,기타,1,0,0,1
레시피 찾기에 유용,구매 및 사용 경험,1,0,0,1
레디백 디자인,디자인 및 품질,0,0,1,1
레디백,기타,0,0,1,1
레디 투 고 레디 투 유스,제품 모델 및 출시,0,0,1,1
러트 사용 가능,개인 사정 및 기타,1,0,0,1
랜덤 휘슬 포인트,참여 및 이벤트,0,0,1,1
라이프스타일 제품 선도,기타,1,0,0,1
렌탈 신청 가능,기타,0,0,1,1
렌탈 임대 대여,가격 및 경제성,0,0,1,1
렌탈 핫딜,기타,0,0,1,1
렌탈 현금지원 문의,기타,0,0,1,1
룸앤티비 비교,제품 비교 및 평가,0,0,1,1
룸앤티비 보유,기타,0,0,1,1
룸앤티비 반응 느림,제품 불만 및 문제,0,1,0,1
룸앤티비 대안,기타,0,0,1,1
룸앤티비 거치대 필요,제품 비교 및 평가,0,0,1,1
룸앤티비 2세대 방출,제품 비교 및 평가,0,0,1,1
룸앤티비 1세대 사용,기타 제품 및 서비스,0,0,1,1
룸앤티비 1세대 반응속도 느림,제품 비교 및 평가,0,1,0,1
룸앤스타일 리뷰 적음,고객 만족 및 리뷰,0,0,1,1
루프백 준비,이동 및 휴대성,0,0,1,1
루메나 탁상용 세일,기타,0,0,1,1
롱릴렉스체어 부피 문제,부가 기능 및 기타,0,1,0,1
롯데월드몰 전시,기타,0,0,1,1
롭 라이너 감독,영화 및 문화,0,0,1,1
로켓배송 없음,구매 및 배송,0,1,0,1
로브 라이너 감독,영화 및 문화,0,0,1,1
로드샵 미판매,사회적 이슈 및 트렌드,0,0,1,1
렌탈할부 저렴,기타,1,0,0,1
렌탈 혜택,구매 및 판매 정보,1,0,0,1
라이프스타일 다양성,사용자 경험 및 만족도,1,0,0,1
라이브커머스 판매,시장 및 소비자 반응,0,0,1,1
라이브 특가,제품 구매 및 경제성,0,0,1,1
디자인 차이,디자인 및 외관,0,0,1,1
디자인 및 성능 평가,제품 및 기술 사양,0,0,1,1
디자인 구경,기타,0,0,1,1
디자인 개선,문제 및 개선점,1,0,0,1
디자이너 칭찬,디자인 및 인테리어,1,0,0,1
디스플레이와 배터리 조합,기타,0,0,1,1
디스플레이 터치 상태 좋음,제품 상태 및 문제,1,0,0,1
디스플레이 세로 회전 가능,기능 및 기술,0,0,1,1
디스플레이 돌아가는 엘지윙,제품 기능 및 성능,0,0,1,1
디스플레이 노출 최적화,기타,1,0,0,1
디바이스와 콘텐츠 결합,기타,0,0,1,1
디바이스 호환 가능,기능 및 호환성,1,0,0,1
디바이스 연결 활용성,기능 및 기술,1,0,0,1
들고 다니는 스크린 TV,기타,0,0,1,1
듣기 좋은 음악,기타,1,0,0,1
득템 소식,기타,1,0,0,1
득템 기대,구매 및 이벤트,1,0,0,1
드라마 출연 후 인기 상승,광고 및 마케팅,0,0,1,1
드라마 시청 만족,기타,1,0,0,1
듀얼와이파이,기능 및 성능,1,0,0,1
디자인 아쉬움,기타,0,1,0,1
디자인에 대한 긍정적 인식,디자인 및 공간 활용,1,0,0,1
라이브 방송 보기 어려움,사용자 경험 및 리뷰,0,1,0,1
디즈니+ 미러링 필요,기능 및 기술,0,1,0,1
라이브 모델 구매 인증 이벤트,이벤트 및 프로모션,0,0,1,1
뜻밖의 인기,제품 출시 및 리뷰,1,0,0,1
뛰어난 화면 색상,제품 기능 및 성능,1,0,0,1
뛰어난 특징,제품 특징 및 기능,1,0,0,1
뛰어난 스펙,기술 및 성능,1,0,0,1
뛰어난 보안 기능,보안 및 안전,1,0,0,1
뛰어난 내구성,제품 내구성 및 품질,1,0,0,1
뛰어난 내구도,제품 내구성 및 성능,1,0,0,1
뛰어난 기능성,제품 특성 및 기능,1,0,0,1
딸의 만족,제품 디자인 및 만족도,1,0,0,1
딱딱하고 큰 알갱이,기타,0,0,1,1
따뜻한 스탠드 조명,디자인 및 인테리어,1,0,0,1
딜레이 문제,기타,0,1,0,1
디피 상품 구매,거래 및 구매,0,0,1,1
디터람스 디자인 카피 의혹,디자인 및 인테리어,0,1,0,1
디지털 아트워크 제공,기타,0,0,1,1
디지털 불멍 제공,사용 환경 및 활용,1,0,0,1
디지털 라이프스타일에 적합,제품 특징 및 사용성,1,0,0,1
디즈니+ 실행 불가,기타,0,1,0,1
룸앤티비 스탠바이미 3세대,기타,0,0,1,1
룸앤티비에서 기변 문의,기타,0,0,1,1
멀티탭 거치 가능,제품 특성 및 기능,1,0,0,1
마케팅 의혹,판매 및 마케팅,0,0,1,1
만족스러운 크기,화질 및 화면,1,0,0,1
만족스러운 스피커,제품 기능 및 성능,1,0,0,1
만족스러운 스탠바이미,스탠바이미 제품 및 기능,1,0,0,1
만족스러운 사운드,제품 특징 및 사용,1,0,0,1
만족스러운 구매,제품 디자인 및 만족도,1,0,0,1
만족도 질문,기타,0,0,1,1
만족 가능성,기타,1,0,0,1
만족,고객 만족 및 리뷰,1,0,0,1
막국수 식사,기타,0,0,1,1
마지막 장면 의미,영화 및 문화,0,0,1,1
룸앤티비와 비교,제품 비교 및 평가,0,0,1,1
마지막 관람일 2021년 3월 3일,기타,0,0,1,1
마이뷰 모드,기타,1,0,0,1
마음의 정화,마음의 만족,1,0,0,1
마음에 드는 스크린,제품 디자인 및 만족도,1,0,0,1
마음에 드는 부분,제품 만족도 및 홍보,1,0,0,1
마운트피크가방 포함,부가 정보 및 기타,0,0,1,1
마운트와 스탠드,구성 및 설치,0,0,1,1
마우스 느림,기능 및 성능,0,1,0,1
마샬스피커 대체,음향 및 스피커,1,0,0,1
많은 관심과 신청,추천 및 계획,1,0,0,1
많은 당첨자 수,이벤트 및 혜택,1,0,0,1
많은 사람들 사용,사용 사례 및 추천,1,0,0,1
많은 사람들의 관심,기타,0,0,1,1
멀티캠,기능 및 호환성,0,0,1,1
멀티미디어 스피커 활용,기술 및 호환성,0,0,1,1
멀티미디어 솔루션,제품 평가 및 후기,1,0,0,1
멀티미디어 경험,멀티미디어 기능,1,0,0,1
맥주,기타,0,0,1,1
맥시멀리스트 라이프스타일,기타,0,0,1,1
맥세이프 스타일,제품 크기 및 디자인,1,0,0,1
매트한 질감,디자인 및 외관,0,0,1,1
매장 전시 계획,제품 출시 및 홍보,0,0,1,1
매장 상담 예약,가격 및 구매,0,0,1,1
매장 방문 불편,문제 및 개선점,0,1,0,1
매일 사용,사용 사례 및 추천,1,0,0,1
매립형 멀티탭 정리,기타,0,0,1,1
매력적,사용자 경험 및 만족도,1,0,0,1
매니저 감사,긍정적 평가,1,0,0,1
매뉴얼 정독 부족,기타,0,0,1,1
매뉴얼 미숙지로 인한 실수,부가 정보 및 기타,0,1,0,1
맞춤형 테이블,디자인 및 공간 활용,1,0,0,1
맞교환 가능,사용자 경험,0,0,1,1
마샤와 스탠의 관계 중심,문화 및 엔터테인먼트,0,0,1,1
링크 포함,기타,0,0,1,1
링크 클릭 위험,기타,0,1,0,1
리모컨 불 없음,제품 기능 및 사용성,0,1,0,1
리모컨 보관 편리,제품 기능 및 사용성,1,0,0,1
리모컨 배터리 필요,사용자 경험,0,0,1,1
리모컨 및 충전기 포함,기타,0,0,1,1
리모컨 및 충전 선 보관 가능,제품 호환 및 액세서리,0,0,1,1
리모컨 및 충전 선 보관,제품 특성 및 디자인,0,0,1,1
리모컨 문구 지워짐,제품 상태 및 신뢰성,0,1,0,1
리모컨 동일,기술 및 기능,0,0,1,1
리모컨 구입 가능,기타,0,0,1,1
리모컨 구매 가능,제품 개선 및 아쉬움,0,0,1,1
리모컨 건전지 동봉,제품 기능 및 연결성,1,0,0,1
리모컨 거치대,제품 및 액세서리,0,0,1,1
리모컨 개선품 아쉬움,제품 개선 및 아쉬움,0,1,0,1
리딩앤 어플 설치 가능 여부,기타,0,0,1,1
리딩앤 어플 설치,기타,0,0,1,1
류현진 선수와의 연관성,기타,0,0,1,1
룸투룸셰어 기능,기타,1,0,0,1
룸투룸 셰어 기능,제품 디자인 및 기능,0,0,1,1
룸엔티비 무게,기타,0,0,1,1
